020RBP25,,Brown Rice Flour 25kg,,,,,,KG,Pakistan,,CUC,,1.00,,$2.25,$2.25,
020BT25,,Buckwheat Flour 25kg,,,,,,KG,China,,Eco-Cert,,1.00,,$3.08,$3.08,
020MC20,,Corn Flour (NZ) 20 kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.90,$3.90,
020MCW20,,Corn Flour Wholegrain (NZ) 20 kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.90,$3.90,
020CM20,,Corn Meal  (NZ) 20 kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.90,$3.90,
020OA25,,Oat Flour 25kg,,,,,,KG,Australia,,AQ,,1.00,,$4.35,$4.35,
035PNZ20,,Polenta New Zealand 25 kg per bag,,,,,,KG,New Zealand,,BG,,1.00,,$3.90,$3.90,
035PMNZ20,,Polenta NZ  Coarse - 20 kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.90,$3.90,
035PFNZ20,,Polenta NZ Fine - 20 kg,,,,,,EA,Australia,,AQ,,1.00,,$3.90,$3.90,
020SS25,,Sesame Flour 25kg,,,,,,KG,Mexico,,,,25.00,,$5.20,$5.20,
035WBF20,,Wheat Bran Flakes Fine - NZ - 25kg,,,,,,EA,New Zealand,,AQ,,1.00,,$0.65,$0.65,
020SGW25,,White Flour NZ Stoneground 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.95,$2.95,
020SWMNZ25,,Wholemeal Flour NZ Stoneground 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.95,$2.95,
020SWMNZ5,,Wholemeal Flour NZ Stoneground 5kg,,,,,,EA,New Zealand,,AQ,,1.00,,$17.30,$17.30,
020PY25,,Yellow Pea Flour 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.05,$3.05,
020Z425,,Zentrofan 4 Grain Flour 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.95,$2.95,
020Z725,,Zentrofan 7 Grain Flour 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.25,$3.25,
020ZW25,,Zentrofan Wheat Flour 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.95,$2.95,
Frozen,,,,,,,,,,,,,,,,,
PFZBK,,Frozen Blackberries -,,,,,,EA,,,,,1.00,,$0.00,$0.00,
Fruit Dry,,,,,,,,,,,,,,,,,
080GB10,,Goji Berries  Organic Dried 10 kg / kg,,,,,,KG,China,,Eco-Cert,,1.00,,$40.10,$40.10,+
080ST12,,Organic Sultanas 12.5kg,,,,,,KG,Turkey,,BCS,,1.00,,$6.75,$6.75,
080RR10,,Raisins Red  10 kg / kg,,,,,,KG,China,,Eco-Cert,,1.00,,$8.65,$8.65,+
Grains,,,,,,,,,,,,,,,,,
030BH25,,Buckwheat Hulled 25kg,,,,,,KG,China,,Eco-Cert,,1.00,,$2.20,$2.20,
030BH5,,Buckwheat Hulled 5kg,,,,,,EA,China,,AQ,,1.00,,$11.00,$11.00,
035BK20,,Buckwheat Kibbled 20kg (Pre order),,,,,,KG,China,,AQ,,1.00,,$3.50,$3.50,
035BT25,,Buckwheat Toasted 25kg Kasha (Pre-order),,,,,,KG,China,,AQ,,1.00,,$3.50,$3.50,
035BWC25,,Bulgur Wheat Coarse 25kg,,,,,,KG,Turkey,,BCS,,1.00,,$2.50,$2.50,
035BWC5,,Bulgur Wheat Coarse 5kg,,,,,,EA,Turkey,,AQ,,1.00,,$15.30,$15.30,
030HWT,,Hard Wheat 1 Ton tote bag,,,,,,KG,New Zealand,,AQ,,1.00,,$0.00,$0.00,
030HW25,,Hard Wheat 25kg,,,,,,KG,New Zealand,,AQ,,25.00,,$2.45,$2.45,
030MH25,,Millet Hulled (Sticky) 25kg,,,,,,KG,China,,AQ,,1.00,,$2.50,$2.50,
030CW20,,Milling Corn Whole (NZ)  20kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.35,$2.35,
030CW5,,Milling Corn Whole NZ  5 kg,,,,,,EA,Australia,,AQ,,1.00,,$2.85,$2.85,
030BP25,,Pearl Barley 25kg,,,,,,KG,New Zealand,,BG,,1.00,,$2.95,$2.95,
030BP5,,Pearl Barley 5kg,,,,,,EA,New Zealand,,AQ,,1.00,,$17.00,$17.00,
035BPK25,,Pearl Barley Kibbled 25kg (Pre order),,,,,,KG,New Zealand,,AQ,,1.00,,$3.70,$3.70,
030PC25,,Popcorn 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$3.50,$3.50,
030PC5,,Popcorn 5kg,,,,,,EA,New Zealand,,AQ,,1.00,,$20.00,$20.00,
030RY25,,Rye Grain 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.65,$2.65,
035WK25,,Wheat Kibbled 25kg,,,,,,KG,New Zealand,,AQ,,1.00,,$2.00,$2.00,
Health Powder,,,,,,,,,,,,,,,,,
390BG20,,Barley Grass Powder Organic 20 kg,,,,,,KG,New Zealand,,AQ,,1.00,,$45.00,$45.00,
390MP20,,Maca Powder 20 kg,,,,,,KG,Peru,,CUC,,1.00,,$75.40,$75.40,
390KPEP,,Organic Kelp Pepper 20kg bulk,,,,,,KG,New Zealand,,AQ,,1.00,,$58.00,$58.00,
390KPOW,,Organic Kelp Powder 20kg bulk,,,,,,KG,New Zealand,,AQ,,1.00,,$58.00,$58.00,
390SP25,,Organic Spirulina 25 kg,,,,,,KG,China,,Eco-Cert,,1.00,,$35.25,$35.25,
390WG20,,Wheat Grass Powder Organic  20 kg,,,,,,KG,New Zealand,,AQ,,1.00,,$45.00,$45.00,
Nuts Dry,,,,,,,,,,,,,,,,,
090PRR25,,Peanuts Raw Red Skin 25kg,,,,,,KG,China,,Eco-Cert,,1.00,,$4.75,$4.75,
090PR25,,Peanuts Roasted 25kg Pre-order,,,,,,KG,China,,AQ,,1.00,,$5.50,$5.50,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,Chantal Organic Wholesalers 2013 Ltd,,,,,,,,,,,,,Catalogue,
,,,,,,,,,,,,,,,,,
,,,93 Austin Street,,,,,,,,,,,,,,
,,,Onekawa,,,,,,,,,,,,,,
,,,Napier 4110,,,,,,,,,,,,,,
,,,Phone: 06 843 2114,,,,,,,,,,,,,,
,,,Facsimile: 06 843 9151,,,,,,,,,,,,,,
,,,Email: orders@chantal.co.nz,,,,,,,,,,,,,,
,,, GST: 105-741-243,,,,,,,,,,Prices subject to change without notice,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CODE,,DESCRIPTION,,,,,MEASURE,,ORIGIN,,CERTIFICATION,,OUTER,OUTER $,,UNIT $,PRICE
,,,,,,,,,,,,,,,,,UPDATE
Oil,,,,,,,,,,,,,,,,,
190CD20,,Coconut Oil Deodorised  20 litre,,,,,,EA,Phillipines,,AQ,,1.00,,$147.00,$147.00,
190CD4,,Coconut Oil Deodorised  4 litre,,,,,,EA,Phillipines,,AQ,,1.00,,$37.00,$37.00,
190CD10,,Coconut Oil Deodorised 10 litre,,,,,,EA,Phillipines,,AQ,,1.00,,$78.25,$78.25,
190CEV10,,Coconut Oil Virgin 10 litre,,,,,,EA,Phillipines,,AQ,,1.00,,$169.90,$169.90,
190CEV20,,Coconut Oil Virgin 20 litre,,,,,,EA,Phillipines,,AQ,,1.00,,$332.65,$332.65,
190CEV4,,Coconut Oil Virgin 4 litre,,,,,,EA,Phillipines,,AQ,,1.00,,$72.40,$72.40,
190TVO200,,Extra Virgin Turkish Olive Oil 200lt,,,,,,KG,Turkey,,BCS,,1.00,,$0.00,$0.00,
190TV3,,Olive Oil VIRGIN Organic Turkish 3lt,,,,,,EA,,,,,1.00,,$38.45,$38.45,
190SV3,,Organic Virgin C/P sesame Oil 3lt,,,,,,EA,,,,,1.00,,$37.85,$37.85,
190SV205,,Sesame Oil EV Cold Pressed 205,,,,,,L,Mexico,,,,205.00,,$0.00,$0.00,
190ST3,,Sesame Oil Organic Toasted 3lt,,,,,,EA,Mexico,,OCIA,,1.00,,$37.85,$37.85,
190ST205,,Sesame Oil Toasted 205l,,,,,,L,Mexico,,OCIA,,205.00,,$0.00,$0.00,
Seasoning,,,,,,,,,,,,,,,,,
440RSS10,,Soy Sauce Reduced Salt 10lt,,,,,,EA,China,,AQ,,1.00,,$78.85,$78.85,
440RSS20,,Soy Sauce Reduced Salt 20lt,,,,,,EA,China,,AQ,,1.00,,$149.20,$149.20,
440RSS3,,Soy Sauce Reduced Salt 3lt,,,,,,EA,China,,AQ,,1.00,,$29.50,$29.50,
440SS10,,Soy Sauce Shoyu 10 litre,,,,,,EA,China,,AQ,,1.00,,$78.85,$78.85,
440SS20,,Soy Sauce Shoyu 20 litre,,,,,,EA,China,,AQ,,1.00,,$149.20,$149.20,
440SS3,,Soy Sauce Shoyu 3 litre,,,,,,EA,China,,AQ,,1.00,,$29.50,$29.50,
440TS10,,Tamari Soy Sauce 10 litre,,,,,,EA,China,,AQ,,1.00,,$85.70,$85.70,
440TS20,,Tamari Soy Sauce 20 litre,,,,,,EA,China,,AQ,,1.00,,$162.15,$162.15,
440TS3,,Tamari Soy Sauce 3 litre,,,,,,EA,China,,AQ,,1.00,,$32.00,$32.00,
Seeds,,,,,,,,,,,,,,,,,
040MBK25,,Mustard Seed Black 25kg,,,,,,KG,India,,One-Cert,,1.00,,$4.40,$4.40,
040MB25,,Mustard Seed Brown 25kg,,,,,,KG,New Zealand,,,,1.00,,$5.30,$5.30,
040MY25,,Mustard Seed Yellow 25kg,,,,,,KG,New Zealand,,,,1.00,,$4.50,$4.50,
040AMAR20,,Organic Amaranth Seed 20kg,,,,,,KG,India,,Aditi,,1.00,,$3.40,$3.40,
040SF25,,Organic Sunflower Seed 25kg,,,,,,KG,China,,Eco-Cert,,1.00,,$4.15,$4.15,
040PSC25,,Pumpkin Seed Chinese 25kg,,,,,,KG,China,,AQ,,1.00,,$10.95,$10.95,
040SSH25,,Sesame Seed Hulled 25kg,,,,,,KG,China,,Eco-Cert,,1.00,,$4.95,$4.95,
040SSMH25,,Sesame Seed Hulled 25kg,,,,,,KG,Mexico,,,,25.00,,$7.45,$7.45,
040SSMU25,,Sesame Seed Unhulled 25kg,,,,,,KG,Mexico,,OCIA,,25.00,,$6.50,$6.50,
040SSU25,,Sesame Seed Unhulled 25kg,,,,,,KG,China,,Eco-Cert,,1.00,,$5.00,$5.00,
Spice Herb,,,,,,,,,,,,,,,,,
290BA1,,Basil 10kg,,,,,,EA,India,,AQ,,12.00,,$22.00,$22.00,
290CY1,,Caraway Seed 25kg,,,,,,EA,Egypt,,AQ,,12.00,,$13.00,$13.00,
280CIP25,,Cinnamon Powder 25kg,,,,,,KG,Indonesia,,AQ,,25.00,,$11.54,$11.54,+
280CIQ20,,Cinnamon Quills 25kg,,,,,,KG,Indonesia,,AQ,,1.00,,$19.70,$19.70,
280FTCNS8,,Cinnamon Sticks (Quill) 8kg,,,,,,KG,India,,Aditi,,1.00,,$13.85,$13.85,
280CL1,,Curry Leaf 3.5kg,,,,,,EA,,,,,1.00,,$0.00,$0.00,
280CPH1,,Curry Powder Hot 15kg,,,,,,EA,India,,,,12.00,,$16.65,$16.65,
280CUPH1,,Curry Powder Hot 1kg,,,,,,EA,India,,,,1.00,,$17.75,$17.75,
280GF15,,Garlic Flakes 15kg,,,,,,EA,India,,AQ,,1.00,,$49.75,$49.75,
290HL1,,Hawthorne Leaf 15kg,,,,,,EA,,,,,1.00,,$0.00,$0.00,
290OR1,,Oregano 10kg,,,,,,EA,,,,,1.00,,$12.00,$12.00,
280ARP20,,Organic Arrowroot Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$6.85,$6.85,
280CES20,,Organic Celery Seed 10kg,,,,,,KG,India,,Aditi,,1.00,,$4.50,$4.50,
280CORS10,,Organic Coriander Seed 10kg,,,,,,KG,India,,Aditi,,1.00,,$5.60,$5.60,
280CUP20,,Organic Cumin Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$11.75,$11.75,
280CUS20,,Organic Cumin Seed 20kg,,,,,,KG,India,,Aditi,,1.00,,$11.65,$11.65,
280CUR20,,Organic Curry Powder (Mild) 20kg,,,,,,KG,India,,Aditi,,1.00,,$8.30,$8.30,
280FS18,,Organic Fennel Seed 18kg,,,,,,KG,India,,Aditi,,1.00,,$3.45,$3.45,
280FG20,,Organic Fenugreek 20kg,,,,,,KG,India,,Aditi,,1.00,,$3.45,$3.45,
280FTBP20,,Organic FT Black Pepper Whole 20kg,,,,,,KG,India,,Aditi,,1.00,,$26.80,$26.80,
280FTCP10,,Organic FT Cardamom Pod 10kg,,,,,,KG,India,,Aditi,,1.00,,$71.70,$71.70,
280FTCLP20,,Organic FT Cloves Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$46.20,$46.20,
280FTGP20,,Organic FT Ginger Powder  20kg,,,,,,KG,India,,Aditi,,1.00,,$12.10,$12.10,
280FTWP20,,Organic FT White Pepper Whole 20kg,,,,,,KG,India,,Aditi,,1.00,,$31.45,$31.45,
280GARF20,,Organic Garlic Flakes 20kg,,,,,,KG,India,,Aditi,,1.00,,$5.60,$5.60,
280GARG20,,Organic Garlic Granules 20kg,,,,,,KG,India,,Aditi,,1.00,,$6.00,$6.00,
280GARP20,,Organic Garlic Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$5.80,$5.80,
280ONF24,,Organic Onion Flakes 24kg,,,,,,KG,India,,Aditi,,1.00,,$8.35,$8.35,
280ONG20,,Organic Onion Granules 20kg,,,,,,KG,India,,Aditi,,1.00,,$9.20,$9.20,
280ONP20,,Organic Onion Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$6.40,$6.40,
280PSP20,,Organic Psyllium Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$16.95,$16.95,
280RCF10,,Organic Red Chilli Flakes 10kg,,,,,,KG,India,,Aditi,,1.00,,$11.20,$11.20,
280RCP20,,Organic Red Chilli Powder 20kg,,,,,,KG,India,,Aditi,,1.00,,$10.35,$10.35,
290RQ1,,Rosehip Quarters 25kg,,,,,,EA,,,,,12.00,,$29.60,$29.60,
290RO1,,Rosemary 17kg,,,,,,EA,,,,,12.00,,$16.00,$16.00,
290SA1,,Sage 1kg,,,,,,EA,,,,,1.00,,$20.00,$20.00,
290SAV1,,Savory 15kg,,,,,,EA,,,,,12.00,,$38.35,$38.35,
290TA1,,Tarragon 17kg,,,,,,EA,,,,,12.00,,$60.00,$60.00,
280TP20,,Turmeric 20 kg,,,,,,KG,Indonesia,,AQ,,1.00,,$13.25,$13.25,+
Spreads,,,,,,,,,,,,,,,,,
101ABN4,,Almond Butter Natural 4lt,,,,,,EA,,,,,1.00,,$125.35,$125.35,
100CPC10,,Classic Crunchy Peanut Butter 10 litre,,,,,,EA,China,,AQ,,1.00,,$82.00,$82.00,
100CPC20,,Classic Crunchy Peanut Butter 20 litre,,,,,,EA,China,,AQ,,1.00,,$166.90,$166.90,
100CPC4,,Classic Crunchy Peanut Butter 4 litre,,,,,,EA,China,,AQ,,1.00,,$36.55,$36.55,
100CPS20,,Classic Smooth  Peanut Butter 20 litre,,,,,,EA,China,,AQ,,1.00,,$166.90,$166.90,
100CPS10,,Classic Smooth Peanut Butter 10 litre,,,,,,EA,China,,AQ,,1.00,,$82.00,$82.00,
100CPS4,,Classic Smooth Peanut Butter 4 litre,,,,,,EA,China,,AQ,,1.00,,$36.55,$36.55,
110TW10,,Tahini Whole 10 litre,,,,,,EA,Various,,AQ,,1.00,,$97.70,$97.70,
110TW20,,Tahini Whole 20 litre,,,,,,EA,Various,,AQ,,1.00,,$184.90,$184.90,
110TW4,,Tahini Whole 4 litre,,,,,,EA,Various,,AQ,,1.00,,$43.10,$43.10,
100WPC10,,Whole Peanut But Crunchy 10L (pre order),,,,,,L,China,,AQ,,1.00,,$82.00,$82.00,
100WPC20,,Whole Peanut But Crunchy 20L (pre order),,,,,,EA,China,,AQ,,1.00,,$166.90,$166.90,
100WPC4,,Whole Peanut But Crunchy 4L (pre order),,,,,,L,China,,AQ,,1.00,,$36.55,$36.55,
100WPS10,,Whole Peanut Butter Smooth 10 litre,,,,,,EA,China,,AQ,,1.00,,$82.00,$82.00,
100WPS20,,Whole Peanut Butter Smooth 20 litre,,,,,,EA,China,,AQ,,1.00,,$166.90,$166.90,
100WPS4,,Whole Peanut Butter Smooth 4 litre,,,,,,EA,China,,AQ,,1.00,,$36.55,$36.55,
Sweeteners,,,,,,,,,,,,,,,,,
320AC20,,Apple Syrup  20 litre,,,,,,EA,New Zealand,,AQ,,1.00,,$170.20,$170.20,
320AC4,,Apple Syrup  4 litre,,,,,,EA,New Zealand,,AQ,,1.00,,$38.10,$38.10,
320AC10,,Apple Syrup 10 litre,,,,,,EA,New Zealand,,AQ,,1.00,,$89.25,$89.25,
400MBO295,,Barley Malt  Organic 295 kg,,,,,,KG,Pakistan,,,,1.00,,$0.00,$0.00,
304CS15,,Carob Syrup 15 Litre,,,,,,L,Australia,,ACO,,12.00,,$28.85,$28.85,
400SB,,Organic Brown Sugar 25kg,,,,,,KG,India,,One-Cert,,1.00,,$2.90,$2.90,
400SW,,Organic White Sugar 25kg,,,,,,KG,,,,,1.00,,$2.55,$2.55,
400RS10,,Rice Syrup 10 litre,,,,,,EA,Pakistan,,AQ,,1.00,,$67.00,$67.00,
400RS20,,Rice Syrup 20 litre,,,,,,EA,Pakistan,,AQ,,1.00,,$122.00,$122.00,
400RS4,,Rice Syrup 4 litre,,,,,,EA,Pakistan,,AQ,,1.00,,$29.00,$29.00,
400SGFT,,Sugar Golden FTO 25kg,,,,,,KG,India,,,,1.00,,$2.50,$2.50,+
Vinegar,,,,,,,,,,,,,,,,,
180CV10,,Cider Vinegar 10 litre,,,,,,EA,New Zealand,,AQ,,1.00,,$36.00,$36.00,
180CV20,,Cider Vinegar 20 litre,,,,,,EA,New Zealand,,AQ,,1.00,,$68.00,$68.00,
180B3,,Modena Balsamic 3 litre (pre-order),,,,,,EA,Italy,,AQ,,1.00,,$74.00,$74.00,
Bulk Non Organic,,,,,,,,,,,,,,,,,
Cereal / Breakfast,,,,,,,,,,,,,,,,,
211AA10,,Grainola Apricot & Almond 10kg,,,,,,EA,New Zealand,,AQ,,1.00,,$68.00,$68.00,
211GZ10,,Grainola Ginger Zest 10kg,,,,,,EA,Various,,Natural,,1.00,,$68.00,$68.00,
211SB10,,Muesli Swiss Bircher 10kg,,,,,,EA,Various,,Natural,,1.00,,$62.00,$62.00,
Cleaning,,,,,,,,,,,,,,,,,
360CDL20,,Chantal Dishwash Liquid 20 Litre,,,,,,EA,,,,,1.00,,$86.50,$86.50,
360CDL5,,Chantal Dishwash Liquid 5 Litre,,,,,,L,,,,,1.00,,$25.50,$25.50,
360CLL20,,Chantal Laundry Liquid 20 Litre,,,,,,EA,New Zealand,,,,1.00,,$115.00,$115.00,
360CLL5,,Chantal Laundry Liquid 5 Litre,,,,,,L,New Zealand,,,,1.00,,$35.00,$35.00,
360CMS20,,Chantal Multisurface Cleaner 20 Litre,,,,,,EA,New Zealand,,,,1.00,,$100.00,$100.00,
360CMS5,,Chantal Multisurface Cleaner 5 Litre,,,,,,L,New Zealand,,,,1.00,,$30.00,$30.00,
Dry bean \ Pulse,,,,,,,,,,,,,,,,,
051FGL,,French Green Lentil Natural 25 Kg,,,,,,KG,New Zealand,,Natural,,1.00,,$4.40,$4.40,
051FGL5,,French Green Lentil Natural 5 Kg,,,,,,EA,New Zealand,,Natural,,1.00,,$22.00,$22.00,
002SO25,,Soya Beans - 25kg - Natural,,,,,,KG,New Zealand,,Natural,,1.00,,$3.95,$3.95,
Fruit Dry,,,,,,,,,,,,,,,,,
081AD1,,Apple Diced 10 kg,,,,,,KG,,,,,1.00,,$0.00,$0.00,
081APD12,,Apricots  Dried  Diced 12.5 kg,,,,,,KG,,,,,1.00,,$0.00,$0.00,
081CS11,,Cranberries Dried Sliced 11.34 kg,,,,,,KG,United States,,AQ,,1.00,,$12.50,$12.50,
085PM1,,Freeze Dried Plum,,,,,,EA,,,,,1.00,,$68.00,$68.00,
Salt,,,,,,,,,,,,,,,,,
420SC25,,Sea Salt  Coarse 25kg,,,,,,KG,New Zealand,,Natural,,1.00,,$1.95,$1.95,
420SF25,,Sea Salt Fine 25kg,,,,,,KG,New Zealand,,Natural,,1.00,,$1.95,$1.95,
420SAF25,,Sea Salt Flakes 14 kg,,,,,,EA,New Zealand,,Natural,,1.00,,$308.00,$308.00,
Seeds,,,,,,,,,,,,,,,,,
040AAOFNZ,,Alfalfa Seed 25 kg,,,,,,KG,New Zealand,,Natural,,1.00,,$14.15,$14.15,
041MR25,,Mustard Seed Red 25kg,,,,,,KG,New Zealand,,,,1.00,,$4.40,$4.40,
041PSNZ10,,Pumpkin Seed NZ Natural-10kg   /kg,,,,,,KG,New Zealand,,Natural,,1.00,,$19.95,$19.95,
041RC25,,Red Clover Seed Natural 25kg,,,,,,KG,,,,,1.00,,$16.65,$16.65,
